Educational	notre dame cbse  ( salem india )  <separator>  notre dame of holy cross school [cbse] a primary and secondary catholic school founded in gundukallur udayapatti salem tamil nadu india by the brothers of holy cross in 2008 it is a co education school with cbse syllabustemplate tamilnadu-school-stub
Building	møllergata 19 <separator>  møllergata 19 is an address in oslo norway where the city's main police station and jail was located the address gained notoriety during the german occupation from 1940 to 1945 when the nazi security police kept its headquarters here this is also where vidkun quisling in 1945 surrendered to the legitimate norwegian government and was imprisoned
Natural	cantú river <separator>  the cantú river is a river of paraná state in southern brazil
OfficeHolder	timothy dougherty <separator>  tim dougherty is the mayor of morristown new jersey united states he was sworn into his first mayoral term of office on january 1 2010 he won the mayoral race with 65% of the vote defeating republican candidate and local businessman james gervasio notably dougherty's election involved eschewing negative campaigning and building a diverse coalition of voters in june 2009 dougherty defeated the incumbent mayor in the democratic primary thus winning his place on the mayoral ticket
Artist	wilma de angelis <separator>  wilma de angelis  ( born in milano on april 8 1931 )  is a popular italian singer and presenter she is very famous for her talk-show in the kitchen and her cooking abilities
Transportation	japanese destroyer oyashio <separator>  oyashio  ( 親潮 lit father current from oyashio current )  was the fourth vessel to be commissioned in the 19-vessel kagerō-class destroyers built for the imperial japanese navy in the late-1930s under the circle three supplementary naval expansion program  ( maru san keikaku ) 
Company	crown international pictures <separator>  crown international pictures is an independent film studio and distribution company formed in 1959 by newton p jacobs jacobs was a former branch head of rko pictures until 1947 when he formed his own company favorite films;  a film releasing organization jacobs became one of the first franchises for showing american international pictures  ( aip ) 
Film	delhi belly  ( film )  <separator>  delhi belly  ( hindi  देलही बेली )  is a 2011 indian black comedy film written by akshat verma and directed by abhinay deo it stars imran khan kunaal roy kapur vir das poorna jagannathan and shenaz treasurywala while the original version was in hinglish a hindi dubbed version was also released the film is produced by aamir khan productions and ibc motion pictures
Plant	abelmoschus moschatus <separator>  abelmoschus moschatus  ( abelmosk ambrette seeds annual hibiscus bamia moschata galu gasturi muskdana musk mallow musk okra musk seeds ornamental okra rose mallow seeds tropical jewel hibiscus yorka okra;  syn hibiscus abelmoschus l )  is an aromatic and medicinal plant in the malvaceae family which is native to india
Film	conan the barbarian  ( 2011 film )  <separator>  conan the barbarian is a 2011 american-bulgarian sword and sorcery film based on the character conan the barbarian created by robert e howard the film is a new interpretation of the conan mythology and is not related to the films featuring arnold schwarzenegger it stars jason momoa in the title role alongside rachel nichols rose mcgowan stephen lang ron perlman and bob sapp with marcus nispel directingthe film had spent seven years in development at warner bros
Building	tour total <separator>  tour total  ( previously known as tour elf from 1985 to 1999 and tour totalfinaelf from 1999 to 2003 )  is an office skyscraper located in la défense courbevoie the high-rise business district west of and adjacent to the city of paris france designed in the modern architectural style the building now serves as headquarters for total sa one of the six supermajor oil companies in the world
Film	draupadi vastrapaharanam  ( 1934 film )  <separator>  draupadi vastrapaharanam was a 1934 tamil-language film starring t p rajalakshmi v a chellappa and serukulathur sama the movie was directed by r padmanaban
Album	a night under the dam <separator>  a night under the dam is green carnation's second live dvd released under the sublife productions label on 1 february 2007 this live recording was made several kilometers into the norwegian mountains under the thirty-meter-tall dam nåvatn-3 built in 1939 hence the namethe band performed its entire the acoustic verses album and other material in front of an audience of more than five hundred
Company	springland international <separator>  springland international is a publicly traded retail company in hong kong springland international is predominantly a retail chain operator in the greater yangtze river delta it operates department stores and supermarkets springland international is also the holding company of yaohan springland  & t &t supermarket  ( datonghua ) 
Athlete	nathaniel moore <separator>  nathaniel nathan ford moore  ( january 31 1884 – january 9 1910 )  was an american golfer who competed in the 1904 summer olympics he was the son of james hobart moore a wealthy businessman with controlling interest in national biscuit company continental can diamond match and the chicago rock island  & pacific railroad
Animal	golden vireo <separator>  the golden vireo  ( vireo hypochryseus )  is a species of bird in the vireonidae familyit is endemic to mexicoits natural habitats are subtropical or tropical dry forests and subtropical or tropical moist lowland forests
Plant	platymiscium <separator>  platymiscium is a genus of legume in the fabaceae family and was recently assigned to the informal monophyletic pterocarpus clade within the dalbergieae it has a neotropical distribution from northern mexico to southern brazil platymiscium is the only genus in the family with opposite leaves in all its species its wood has various uses mostly for constructions and furniture
Album	another country  ( tift merritt album )  <separator>  another country is a studio album by singer-songwriter tift merritt it was recorded in the summer of 2007 produced in la by george drakoulias and released on february 26 2008 by fantasy records for her third album tift merritt took hiatus with a piano in paris and came home with her most personal and powerful songs to date merritt has described the writing as a plainspoken look at the distance we all attempt to cross  between two people between one heart and the rest of the world
Film	la grande strada <separator>  la grande strada is a 1948 italian drama film and the last film directed by polish director michał waszyński
Transportation	alfa romeo matta <separator>  the alfa romeo matta  ( known officially as the alfa romeo 1900m )  is a 4x4 off-road vehicle there were two different versions made the ar51 and the ar52  ( autovettura da ricognizione  ( reconnaissance vehicle or scout car )  )  the ar51 was produced for the italian army and the ar52 was the same car but intended for civilian usethe matta had an 1884 cc 65 ps  ( 48 kw;  64 hp )  twin cam engine with dry sumped lubrication
Artist	ivan lavsky <separator>  ivan ivanovich lavsky  ( russian  Ива́н Ива́нович Ла́вский;  august 23 1919 city of dnipropetrovsk ukraine soviet republic – october 10 1977 leningrad ussr )  was a russian-soviet realist painter and graphic artist who lived and worked in leningrad he was a member of the leningrad union of artists and regarded as one of representatives of the leningrad school of painting
WrittenWork	gameplan  ( play )  <separator>  'gameplan' is a 2001 play by british playwright alan ayckbourn the first in a trilogy of plays called damsels in distress  ( flatspin and roleplay being parts two and three )  the darkest of the three plays it is about a teenage girl who tries to support herself and her mother through prostitution
Artist	kaori moriwaka <separator>  kaori moriwaka  ( 森若香織 moriwaka kaori born december 11 1963 in sapporo hokkaido )  is a singer-songwriter and actress she was in the band the go-bang's and ram jam world;  more recently she portrayed ikuko tsukino in the live-action tv series pretty guardian sailor moon she also wrote songs and played the guitar as a back musician for japanese girl band chee's
Building	grassdale farm <separator>  grassdale farm is a historic home located at spencer henry county virginia it was built about 1860 and is a two-story center-passage-plan frame dwelling with greek revival and greek revival style influences two-story ells have been added to the rear of the main section creating an overall u form
Film	dame sobh <separator>  dame sobh  ( persian  دم صبح‎ dam-e sobh english title  day break )  is an award-winning 2005 independent film from iranian director hamid rahmanian it depicts a man on death row whose execution is repeatedly delayed because the family of the victim does not appear for his execution  ( which is necessary for an execution to take place under iranian law ) 
Album	no one else but kenny <separator>  no one else but kenny is a studio album by the late clarinetist kenny davern recorded shortly before his death it showcases kenny with his trio taking a break from his normal routine of dixieland style playing in favor of a more swinging project
Plant	orobanche vallicola <separator>  orobanche vallicola is a species of broomrape known by the common name hillside broomrape it is endemic to california where it is an uncommon member of the flora in forests and woodlands the plant is a parasite growing attached to the roots of other plants generally sambucus species the plant produces a thick hairy glandular pinkish stem up to about 40 centimeters tall as a parasite taking its nutrients from a host plant it lacks leaves and chlorophyll
Natural	stăuini river <separator>  the stăuini river is a tributary of the mureş river in romania
Educational	osaka junior college of social health and welfare <separator>  osaka junior college of social health and welfare  ( 大阪健康福祉短期大学 osaka kenko fukushi tanki daigaku )  is a junior college in sakai-ku sakai sakai osaka osaka prefecture japan it is part of the midori gakuen networkthe origin of the institute was the osaka childcare laboratory established in 1979 in 1985 a professional school for childcare was founded later a professional school for carework was founded in 2002 the professional school became a junior college
Building	eastland mall  ( bloomington illinois )  <separator>  eastland mall is an enclosed shopping mall in bloomington illinois established in 1967 and expanded several times in its history the mall includes jcpenney macy's sears bergner's and kohl's with more than ninety inline tenants and a food court the mall is owned and managed by cbl  & associates properties
Educational	mcmaster faculty of social sciences <separator>  the mcmaster faculty of social sciences is a division of mcmaster university it offers a wide range of undergraduate programmes through the faculty's academic units as well as master's and doctoral programmes
Film	fourteen days in may <separator>  fourteen days in may is a documentary directed by paul hamann and originally shown on television by the british broadcasting corporation in 1987 the programme recounts the final days before the execution of edward earl johnson an american prisoner convicted of rape and murder and imprisoned in the mississippi state penitentiary johnson protested his innocence and claimed that his confession had been made under duress
WrittenWork	parents  ( magazine )  <separator>  parents published by meredith corporation is an american mass circulation monthly magazine that features scientific information on child development geared to help parents in raising their children it was first published in october 1926 and soon was selling 100000 copies a monthits editorial focus is on the daily needs and concerns of mothers with young children the glossy monthly features information about child health safety behavior discipline and education
Album	tunnel of love  ( album )  <separator>  tunnel of love is the eighth studio album by bruce springsteen released in 1987in 1998 q magazine readers voted tunnel of love the 91st greatest album of all time in 1989 the album was ranked #25 on rolling stone magazine's list of the 100 greatest albums of the 1980s in 2003 the same magazine ranked it at number 475 on their list of the 500 greatest albums of all time
Transportation	uss celtic  ( af-2 )  <separator>  uss celtic  ( af-2 )  was an celtic-class stores ship acquired by the us navy for use in the spanish-american war she served again during world war i in the dangerous north atlantic ocean delivering general goods and ammunition to american expeditionary force troops in europe
Athlete	jean asfar <separator>  jean-gabriel asfar  ( november 1917 – october 20 2010 )  was an egyptian fencer he competed in the individual and team épée events at the 1948 summer olympics
WrittenWork	blackpool gazette <separator>  the blackpool gazette is an english evening newspaper based in blackpool lancashire published every day except sunday it covers the towns and communities of the fylde coast it was formerly named the evening gazette after initially being named the west lancashire evening gazette
Village	wieruszyce <separator>  wieruszyce [vjɛruˈʂɨt͡sɛ] is a village in the administrative district of gmina Łapanów within bochnia county lesser poland voivodeship in southern poland it lies approximately 3 kilometres  ( 2 mi )  south-east of Łapanów 17 km  ( 11 mi )  south-west of bochnia and 36 km  ( 22 mi )  south-east of the regional capital kraków
Artist	ed decter <separator>  edward i ed decter  ( born may 19 1959 )  is an american film director film producer and screenwriterhis credits include there's something about mary the santa clause 3 the santa clause 2 the new guy the lizzie mcguire movie and television series boy meets world and in plain sighthe frequently collaborates with fellow producer and writer john j straussdecter graduated from wesleyan university in 1979
Transportation	oldsmobile bravada <separator>  the oldsmobile bravada is a mid-size luxury sport utility vehicle  ( suv )  from the now retired oldsmobile marque of general motors there have been two different vehicles to bear this model name the first and second-generation gmt330 and the 2002 to 2004 gmt360the third generation model was the only one offered in canada
Artist	sebastian bach <separator>  sebastian philip bierk  ( born april 3 1968 )  known professionally as sebastian bach is a canadian heavy metal singer who achieved mainstream success as frontman of skid row from 1987 to 1996 since his departure from skid row he has had many television roles acted in broadway plays and leads a successful solo career
Village	darreh mal <separator>  darreh mal  ( persian  درهمال‎ also romanized as darreh māl;  also known as darreh māl-e abraj darreh mālī darreh mālī and darreh mān )  is a village in abarj rural district dorudzan district marvdasht county fars province iran at the 2006 census its population was 70 in 10 families
Film	young and dangerous 4 <separator>  young and dangerous 4  ( chinese  97古惑仔之戰無不勝;  literal title 97 wise guys  no war cannot be won )  is a 1997 hong kong triad film directed by andrew lau it is the third sequel to the young and dangerous film series
Transportation	lswr c8 class <separator>  the lswr c8 class was a class of 4-4-0 express steam locomotives designed by dugald drummond for the london and south western railway and introduced in 1898 according to marshall they were of orthodox design very much like engines which drummond had put on the caledonian marshall gives few other details except to say that they were numbered 290-299 and had 18in x 26in cylinders they probably had a short life because little has been published about them
Building	dresden castle <separator>  dresden castle or royal palace  ( german  dresdner residenzschloss or dresdner schloss )  is one of the oldest buildings in dresden for almost 400 years it has been the residence of the electors  ( 1547–1806 )  and kings  ( 1806–1918 )  of saxony of the albertine line of the house of wettin
Animal	black-throated magpie-jay <separator>  the black-throated magpie-jay  ( calocitta colliei )  is a strikingly long-tailed jay of northwestern mexico
Village	bagham iran <separator>  bagham  ( persian  بغم‎ also romanized as bāgham;  also known as baqam )  is a village in olya rural district in the central district of ardestan county isfahan province iran at the 2006 census its population was 97 in 33 families
Natural	lituya glacier <separator>  lituya glacier is a tidewater glacier in the us state of alaska located at 58°43′25″n 137°29′33″w inside glacier bay national park and preserve its source is in the fairweather range and it feeds into lituya bay on the gulf coast of southeast alaskait is partially responsible for creating the 1958 lituya bay megatsunami
WrittenWork	look homeward angel  ( play )  <separator>  look homeward angel is an acclaimed 1957 stage play by the playwright ketti frings it opened on broadway at the ethel barrymore theatre november 28 1957 and ran for a total of 564 performances closing on april 4 1959the play is based on thomas wolfe's largely autobiographical novel of the same title which was published in 1929in 1958 ketti frings won the pulitzer prize for drama and the new york drama critics' circle award
Village	zavoleh-ye sofla <separator>  zavoleh-ye sofla  ( persian  زاوله سفلي‎ also romanized as zāvoleh-ye soflá;  also known as zavaleh zāvoleh and zāvoleh-ye pā’īn )  is a village in qalkhani rural district gahvareh district dalahu county kermanshah province iran at the 2006 census its population was 146 in 29 families
Film	chitchor <separator>  chitchor  ( also transliterated as chit chor )  is a 1976 hindi romantic musical film the film's title means heart stealer in hindi the film is a rajshri productions film produced by tarachand barjatya it is based on a bengali story chittachakor by subodh ghosh
Natural	three mile lake <separator>  three mile lake is a lake of victoria county in north-eastern nova scotia canada
Film	death sentence  ( 1968 film )  <separator>  death sentence  ( italian  sentenza di morte )  is a 1968 spaghetti western directed by mario lanfranchi and starring richard conte
Album	imparable  ( album )  <separator>  imparable is the second studio album by colombian singer-songwriter naela released on march 18 2014 by my major company
Transportation	rrs ernest shackleton <separator>  rrs ernest shackleton is a royal research ship operated by the british antarctic survey she is primarily a logistics ship used for the resupply of scientific stations in the antarctic
Building	holy trinity orthodox cathedral lutsk <separator>  the holy trinity orthodox cathedral in lutsk ukraine forms part of the bernardine monastery and church it is located on theatre square in the center of the city the monastery was built in 1721 the church designed by architect paweł giżycki was completed in 1789 removed from ownership of the bernardine monks in the second half of the 19th century the complex of buildings was donated to the orthodox community of lutsk
Animal	halysidota schausi <separator>  halysidota schausi is a moth of the arctiidae family it was described by rothschild in 1909 it is found from texas and mexico to costa rica guatemala colombia venezuela ecuador and peru it is also found on martinique and the lesser antillesadults are mainly on wing in autumnthe larvae feed on cestrum nocturnum
Building	turner house  ( little rock arkansas )  <separator>  turner house in little rock arkansas was built in 1902 it was listed on the national register of historic places in 1982 it was designed by charles l thompson
Plant	cynometra travancorica <separator>  cynometra travancorica is a species of legume in the fabaceae familyit is found only in indiait is threatened by habitat loss
Album	the only reason i feel secure <separator>  the only reason i feel secure is the second ep by pedro the lion it was released on 17 may 1999 on made in mexico records and later reissued with three extra tracks on 16 october 2001 on jade tree records tracks 6-8 — songs that originally constituted pedro the lion's first single — appear only on the jade tree reissuethe ep's title was originally intended to be the only reason i feel secure is that i am validated by my peers
Film	a matter of taste <separator>  a matter of taste  serving up paul liebrandt is a documentary that follows the career of chef paul liebrandt over the course of a decade in new york city directed by sally rowe it premiered on hbo on june 13 2011
Artist	peter may  ( writer )  <separator>  peter may  ( born december 20 1951 )  is a scottish television screenwriter best-selling novelist and crime writer
Animal	pearson's tuco-tuco <separator>  pearson's tuco-tuco  ( ctenomys pearsoni )  is a species of rodent in the family ctenomyidae it is endemic to uruguay where it is found at elevations below 200 m this tuco-tuco constructs burrows with multiple openings  ( an average of 13 )  containing one to two nests of dried grass;  it prefers areas of sandy soil but is somewhat adaptable it is threatened by loss of habitat to development agriculture and ranching
Natural	doły jasielsko-sanockie <separator>  the doły jasielsko-sanockie latin  regio pedemontana german  sanoker flachland  ( jasielsko–sanockie valleys jasło and sanok valleys the jasło-sanok basin or jasielsko-sanockie pits )  is a mountain range stretching between the wisłoka and san rivers in the west carpathian plateau and central beskidian piedmont in poland
Artist	ruth price <separator>  ruth price  ( born april 27 1938 )  is an american jazz singer and the owner of the jazz bakery in los angeles california price was originally a dancer and attended ballet school in 1952 in 1954 she sang with charlie ventura and later worked singing and dancing in philadelphia and new york city she moved to hollywood in 1957 and later toured with harry james from 1964-1965 price's diverse repertoire includes many obscure lesser-known gems from the great american songbook
WrittenWork	astronauta - magnetar <separator>  astronauta - magnetar is a 2012 brazilian graphic novel written and illustrated by danilo beyruth based on the character bubbly created by maurício de sousa it is the first installment in the graphic msp series of graphic novels based on maurício de sousa characters
OfficeHolder	charles wood 1st viscount halifax <separator>  charles wood 1st viscount halifax gcb pc  ( 20 december 1800 – 8 august 1885 )  known as sir charles wood 3rd bt between 1846 and 1866 was a british whig politician and member of parliament he served as chancellor of the exchequer from 1846 to 1852
OfficeHolder	robert t anderson <separator>  robert t anderson  ( born march 8 1945 )  was the 42nd lieutenant governor of iowa from 1983 to 1987 he is a democrat to date he is the last male lt governor of iowaanderson was the first democrat in iowa history elected lieutenant governor alongside a republican governor anderson received his bachelors and masters degrees from the university of iowa he was also a high school teacher and served in the iowa house of representatives
WrittenWork	moskva  ( magazine )  <separator>  moskva  ( Москва moscow )  is a russian monthly literary magazine founded in 1957 in moscow
Company	gorkha airlines <separator>  gorkha airlines is an airline based in kathmandu nepal it operates scheduled and charter flights to domestic destinations as well as daily mountain flights in the himalayas its main base is tribhuvan international airport kathmandu
Album	cool bird <separator>  cool bird is a compilation album released by magnum collectors of recording sessions undertaken during october-december 1947 by charlie parker's so-called 'classic quintet' for the dial label featuring parker miles davis duke jordan tommy potter and max roach they are joined by j j johnson on six of the 22 tracks
OfficeHolder	lorenz caffier <separator>  lorenz caffier  ( 24 december 1954 in weixdorf saxony )  is the chairman and leader of the christian democratic union in the german state of mecklenburg-western pomerania
Animal	dorosoma <separator>  dorosoma is a genus of gizzard shads fish of the herring family clupeidae the five species are native to the new world and are known from both freshwater and the waters of estuaries and bays
Artist	al haig <separator>  alan warren haig  ( july 19 1922 – november 16 1982 )  was an american jazz pianist best known as one of the pioneers of bebop
Company	takara <separator>  takara co ltd  ( takara means treasure )  was a japanese toy company founded in 1955 that merged with another prominent japanese toy company tomy co ltd on march 1 2006 to form takara tomy before declaring bankruptcy[citation needed] also known in english as tomy company ltdthe company motto was 「遊びは文化」  ( asobi wa bunka )  which means playing is culture
Building	riverview  ( williamsburg virginia )  <separator>  riverview plantation is a historic home located near williamsburg james city county virginia the house dates to the 1850s and consists of a 2 1/2-story five bay center section flanked by 1-1/2 story end additions of 1913-1914 it has a gable roof with dormers the interior of the frame dwelling features federal and greek revival design details also on the property are a contributing smokehouse  ( c 1942 )  tenant house  ( c
WrittenWork	the entity  ( short story )  <separator>  the entity is a science fiction short story by poul anderson and john gergen that appeared in the june 1949 issue of astounding science fiction the entity was the fifth story published by anderson and the only story published by gergen a friend of anderson's from the minneapolis fantasy society
Company	mymaths <separator>  mymaths is a subscription website which can be used on interactive whiteboards or by students and teachers at home feedback is auto-generated in this website but under a different window to prevent browser crashes it is currently 110399 in the world ranking and 2259 in the united kingdom
Company	good entertainment <separator>  good entertainment  ( official name  good entertainment media group also known as good ! enter )  is a record label owned by cj music that was formed april 2003 most notably they were the producer of popular boy band shinhwa  ( after the band left sm entertainment )  other popular artists that are under them are battle a boy band that is market to be the next shinhwa  ( meaning mythology )  and the solo singer lyn the company went inactive by 2009 around the time their website became inactive
Album	i love you but i've chosen darkness  ( ep )  <separator>  i love you but i've chosen darkness's eponymous debut five-song ep was produced by spoon frontman britt daniel note that the vinyl version of the ep plays at 75 rpm
Animal	graciliini <separator>  graciliini is a tribe of beetles in the subfamily cerambycinae containing the following genera  araeotis aruama caribbomerus elaphopsis gracilia hypexilis lianema parommidion penichroa perigracilia↑
Company	defense land systems <separator>  defense land systems india limited  ( dls )  is a joint venture between mahindra  & mahindra limited and bae systems it designs and produces light armoured vehicles specialist military vehicles mine protected vehicles artillery systems and other land weapons systems and vehicles the company has production facilities in faridabad haryana
Company	cardekho <separator>  cardekho is an automotive website which was launched in 2008 it is owned by girnar automobile pvt ltd a fully owned subsidiary of girnar software pvt ltd which has its headquarters in jaipur india cardekho won the 'website of the year 2012' along with the titles of 'best car website' and 'most popular website'
Athlete	arn anderson <separator>  martin anthony lunde  ( born september 20 1958 )  better known by his ring name arn anderson is a former american professional wrestler and author his career has been highlighted by his alliances with ric flair and various members of the wrestling stable the four horsemen in the nwa/wcw he currently serves as the senior producer for wwe's raw brand on march 31 2012 anderson was inducted into the wwe hall of fame as a member of the four horsemen
Animal	bembicium <separator>  bembicium is a genus of sea snails marine gastropod mollusks in the family littorinidae the winkles or periwinkles
Building	cornwall  & lebanon railroad station <separator>  cornwall  & lebanon railroad station also known as the pennsylvania railroad station is a historic railway station located in lebanon lebanon county pennsylvania it was designed by george watson hewitt and built in 1885 by the cornwall  & lebanon railroad the building was expanded in 1912 it is a two-story brick brownstone and terra cotta building in an eclectic victorian style reflecting 17th-century flemish romanesque and chateauesque influences
OfficeHolder	oleksandr tretiakov <separator>  oleksandr yuriiovych tretiakov is a ukrainian politician member of ukrainian parliament  ( verkhovna rada of ukraine )  of the 4th 5th and 6th convocations head of the cabinet of the president of ukraine  ( 2005 ) 
Building	pw inskeep house <separator>  p w inskeep house is a historic home located near moorefield hardy county west virginia it was built in 1876 and is a two story brick dwelling with a combination of greek revival and gothic revival styles also on the property is a contributing shed / garageit was listed on the national register of historic places in 1985
Natural	mount cupola <separator>  mount cupola  ( 69°21′s 70°27′w )  is a dome-shaped mountain 2500 metres  ( 8200 ft )  high marking the southeastern limit of the rouen mountains in the northern part of alexander island it was first photographed from the air by the british graham land expedition in 1937 and surveyed in 1948 by the falkland islands dependencies survey the descriptive name was given by the uk antarctic place-names committee in 1960
OfficeHolder	jerome kennedy <separator>  jerome kennedy qc mha  ( born 10 july 1960 )  is a canadian lawyer and politician in newfoundland and labrador who served in the cabinets of premier kathy dunderdale and danny williamskennedy was elected in 2007 as the member of the house of assembly  ( mha )  for the district of carbonear-harbour grace
Building	miramar towers <separator>  the miramar towers are two skyscrapers located in avenida balboa and calle federico boyd panama city once the hotel and residential tower complex were the tallest buildings in panama at 168 m  ( 551 ft )  with 55 floors the miramar towers generated much controversy locally since their construction has made expansion of balboa avenue impossible
Album	infinitize <separator>  infinitize  ( stylized as infinitize )  is the third mini album from the south korean boyband infinite it was released on may 15 2012 the title song the chaser was used to promote the album the track only tears was released in may 8 one week before the ep release as a prologue single during june 29 until july 1 the group performed the song in the summer
WrittenWork	la gaceta  ( tampa )  <separator>  la gaceta is a weekly newspaper in tampa florida founded in 1922 published in english spanish and italian it is the only trilingual newspaper in the united statesthe paper was founded by victoriano manteiga a former lector in the cigar factories of west tampa and ybor city to serve the needs of the immigrant population of tampalater his son roland manteiga took over as editor and publisher
Artist	john abbot  ( poet )  <separator>  john abbot  ( 1587/1588 – c 1650 )  was an english roman catholic clergyman and poet his birthplace is uncertain but may have been london or leicester abbott is believed to be the nephew both of george abbot the archbishop of canterbury and robert abbot the bishop of salisbury abbot was thus from a strongly protestant family after being educated at balliol college oxford he travelled to the continent where he converted to roman catholicism
Natural	damoiseau  ( crater )  <separator>  damoiseau is a lunar crater that is located just to the west of the oceanus procellarum in the western part of the moon's near side it lies due east of the prominent crater grimaldi a walled plain with a distinctive dark floor due south of damoiseau is the crater sirsalisthe low outer rim of damoiseau is not quite circular having an outward protrusion to the northeast and smaller bulges to the north and southeast
OfficeHolder	henry whilden lockwood <separator>  henry whilden lockwood was the fifty-fifth mayor of charleston south carolina serving between 1938 and 1944after completing the term of his predecessor lockwood was elected without opposition on december 12 1939 he was sworn in on december 18 1939 as mayor he lobbied his predecessor to continue funding for the construction of a municipal incinerator federal authorities continued to delay the construction however
Company	aigle  ( company )  <separator>  aigle is a french footwear and textile company founded in 1853 as the compagnie du caoutchouc souple  ( flexible rubber company )  in montargis  ( france )  by the american businessman hiram hutchinsonhutchison had obtained a license in 1850 from fellow american charles goodyear's patented vulcanization process he emigrated to france where he applied the new process to the production of wellington boots and then raincoats
Plant	austrosteenisia <separator>  austrosteenisia is a genus of flowering plants in the legume family fabaceae it belongs to the subfamily faboideae
Animal	pyrgulina lecta <separator>  pyrgulina alveata is a species of very small sea snail a pyramidellid gastropod micromollusk this genus is currently placed in the subfamily chrysallidinae of the family pyramidellidae
Plant	epidendrum fimbriatum <separator>  epidendrum fimbriatum is a terrestrial  ( sometimes epiphytic )  orchid native to high altitudes  ( 22—34 km )  in bolivia colombia ecuador peru and venezuela
Natural	gangkhar puensum <separator>  gangkhar puensum  ( tibetan  གངས་དཀར་སྤུན་གསུམ་ wylie  gangs dkar spun gsum zypy  kanggarbünsum alternatively gangkar punsum or gankar punzum )  is the highest mountain in bhutan and a strong candidate for the highest unclimbed mountain in the world with an elevation of 7570 metres  ( 24836 ft )  and a prominence of 2995 metres  ( 9826 ft )  its name means 3 mountain siblings it lies on the border with china  ( however see below for disputes about its exact location ) 
Athlete	ryann krais <separator>  ryann krais  ( born march 21 1990 )  is an american athlete she is a gold and bronze medalist from the 2007 world youth championships
Building	our lady of the scapular parish  ( wyandotte michigan )  <separator>  our lady of the scapular parish  ( polish  parafia matki bożej szkaplerznej )  is a canonically established roman catholic national  ( personal )  polish parish that accommodates all backgrounds particularly to aid and minister to polish immigrants and those of polish descent our lady of the scapular parish is the merged parish which comprises the former parishes of our lady of mount carmel and st stanisluas kostka it is located in wyandotte michigan wayne county united states
Plant	ochrosia nukuhivensis <separator>  ochrosia nukuhivensis was a species of plant in the apocynaceae family it was endemic to french polynesia
Natural	pârâul negru  ( prahova )  <separator>  the pârâul negru is a tributary of the izvorul dorului river in romania
Natural	valea morii river  ( crișul repede )  <separator>  the valea morii river or pârâul morii or peştiş river is a tributary of the crişul repede river in romania the lower reach of the river downstream of the village of pestiş is also known as valea Şoimului river
Album	hit  & run  ( ep )  <separator>  hit  & run is a 2009 ep by canadian power-pop quartet sloan
Company	european law group <separator>  the european law group  ( elg )  is a network of civil corporate and commercial law firms established in 1983
Animal	isodictyidae <separator>  isodictyidae is a family of marine demosponges
Building	blair flats <separator>  blair flats also known as the blair arcade building is a victorian residential building designed by hermann kretz and william h thomas in 1887 located in saint paul minnesota united states the building is located on the intersection of western and selby avenues it is also a contributing property to the historic hill district construction materials are sandstone and brick
Company	excelsior editions <separator>  excelsior editions is a trade imprint of suny press that was started in 2008 it is located in albany new york
Plant	cribbia <separator>  cribbia is a genus of flowering plants from the orchid family orchidaceae
WrittenWork	the treasure of el patron <separator>  the treasure of el patron  ( later retitled treasure ship )  is the tenth novel in world of adventure series by gary paulsen it was published on march 1 1996 by random house it was later retitled treasure ship by macmillan children's books in the uk and released on june 11 1999
Company	miracle food mart <separator>  miracle food mart was a supermarket chain in ontario canada owned by steinberg's a quebec-based retailer in the 1970s and 1980ssteinberg purchased the grand union chain of 38 stores in june 1959 to make its entrance into the ontario market these stores operated unter the steinberg banner until 1969 in january 1969 the marketing program of miracle discount pricing was introduced and the entire chain of stores was converted to the miracle food mart banner
Album	wsq <separator>  wsq is an album released in 1982 it was the third album by the jazz group the world saxophone quartet and the second to be released on the italian black saint label the album features performances and compositions by hamiet bluiett julius hemphill oliver lake and david murraythe album was identified by chris kelsey in his allmusic essay free jazz  a subjective history as one of the 20 essential free jazz albums
Athlete	neil o'donoghue <separator>  cornelis joseph connor dennis neil o'donoghue  ( born june 18 1953 )  is a former american football placekicker in the national football league  ( from 1977-1985 )  growing up in clondalkin sporting achievement was in his genes as his father michael played for the ireland national field hockey team con had short spells with shamrock rovers fc and drumcondra fc
Athlete	frédéric frans <separator>  frédéric frans  ( born 3 january 1989 )  is a belgian football player currently playing for k lierse sk
Film	the phantom buster <separator>  the phantom buster is a 1927 western film directed by william bertram and featuring boris karloff
Building	china ditch <separator>  the china ditch is in myrtle creek oregon united states and is a canal that stretches for as long as 30 miles  ( 48 km )  and was built by chinese laborers of the late 1800s the myrtle creek consolidated hydraulic gold mining and manufacturing company were the ones who bought the land and paid for the whole construction of the ditch to be done into the hills of north myrtle creek
Company	volkswagen group <separator>  volkswagen group  ( parent company volkswagen aktiengesellschaft )  is a german multinational automotive company headquartered in wolfsburg lower saxony germany it designs manufactures and distributes passenger and commercial vehicles motorcycles engines and turbomachinery and offers related services including financing leasing and fleet management in 2012 it produced the third-largest number of motor vehicles of any company in the world behind general motors and toyota
Animal	alabama vertigo <separator>  the alabama vertigo scientific name vertigo alabamensis is a species of minute land snail a terrestrial pulmonate gastropod mollusk or micromollusk in the family vertiginidae the whorl snailsthis species is endemic to the state of alabama in the united states
Plant	bulbophyllum ecornutoides <separator>  bulbophyllum ecornutoides is a species of orchid in the genus bulbophyllum
